year_ID,DATE,YEAR,STATE,CITY,PUBLIC,PRIVATE,FAMILY,FELONY,NON_STRANGER,NUMBER_LOCATIONS,LOCATION_PRIMARY,LOCATION_SECONDARY,UNSOLVED,SHOOTER_COUNT,SHOOTER_SUSPECTED,SHOOTER_MALE,SHOOTER_WHITE,SHOOTER_BLACK,SHOOTER_HISPANIC,SHOOTER_ASIAN,SHOOTER_OTHERNONWHITE,SHOOTER_IMMIGRANT,SHOOTER_AGE_UNDER18,SHOOTER_AGE_18TO24,SHOOTER_AGE_25TO29,SHOOTER_AGE_30TO39,SHOOTER_AGE_40TO49,SHOOTER_AGE_50TO59,SHOOTER_AGE_60PLUS,SHOOTER_FEMALE,SHOOTER_SUICIDE_ONSCENE,SHOOTER_SUICIDE_OFFSCENE,SHOOTER_KILLED_ONSCENE,SHOOTER_KILLED_OFFSCENE,SHOOTER_DETAINED_ONSCENE,SHOOTER_DETAINED_OFFSCENE,VICTIM_COUNT_SHOTINJURED,VICTIM_COUNT_SHOTFATAL,VICTIMS_MALE,VICTIMS_FEMALE,VICTIMS_AGE_UNDER18,VICTIMS_AGE_UNDER12,VICTIMS_AGE_12TO17,VICTIMS_AGE_18TO24,VICTIMS_AGE_25TO29,VICTIMS_AGE_30TO39,VICTIMS_AGE_40TO49,VICTIMS_AGE_50TO59,VICTIMS_AGE_60PLUS,VICTIMS_PREGNANT,VICTIMS_REL_ROMANTIC,VICTIMS_REL_COWORKERS,VICTIMS_REL_CHILDREN,VICTIMS_REL_OTHERFAMILY,VICTIMS_REL_OTHERNONSTRANGER,VICTIMS_REL_STRANGERS,GUNS_MULTIPLE,GUNS_HANDGUN,GUNS_SHOTGUN,GUNS_RIFLE,GUNS_ASSAULTWEAPON,DEFENSIVE_GUNS,OTHER_WEAPONS_USED,SHOOTING_DAYLIGHT,SHOOTER_PRIORARREST,SHOOTER_GANG,SHOOTER_VIOLENCE,SHOOTER_MENTALHEALTH,SHOOTER_MILITARY,SHOOTER_LAWENFORCE,SHOOTER_LOSTJOB,SHOOTER_FINANCIALSTRAIN,SHOOTER_SEPARATION,SHOOTER_CONFLICT,SHOOTER_OTHERSTRESS,SHOOTER_VICTIMABUSE,SHOOTER_VOICEMOTIVES,HATE_CRIME,SHOOTING_SPREE,SHOOTING_RURAL,SHOOTING_SUBURBAN,SHOOTING_URBAN,OFFICIAL_RECORDS,NEWS_ARTICLES_ORD,NEWS_MULTISTATE,NEWS_NYT,NEWS_LATIMES,NEWS_WAPOST,NEWS_CHICAGOTRIB
257,DEC-1994,1994,North Carolina,Raeford,1,0,0,1,0,2,25,13,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,4,1,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,1,0,0,0,0
258,JAN-1995,1995,Virginia,Roanoke,0,1,0,0,1,1,20,99,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5,3,2,0,0,0,0,0,1,4,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,1,1,0,0,1
259,JAN-1995,1995,New York,Queens,0,1,0,1,0,1,20,99,0,3,0,3,0,0,3,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,6,2,4,3,0,3,0,2,0,1,0,0,1,0,0,0,0,6,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,1,1,0,0,1
260,FEB-1995,1995,Pennsylvania,Philadelphia,0,1,0,1,0,1,20,99,1,99,0,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,99,0,99,0,0,0,4,4,0,0,0,0,3,1,0,0,0,0,0,99,99,99,0,99,99,99,99,99,99,99,0,99,0,99,99,99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3,1,1,0,0,0
261,FEB-1995,1995,New York,Staten Island,0,1,1,0,0,1,20,99,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,2,2,0,0,0,0,1,0,1,0,2,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,3,1,1,0,0,0
262,MAR-1995,1995,Louisiana,New Orleans,0,1,0,1,0,1,20,99,0,2,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,5,4,1,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,5,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,0,1,1,1
263,MAR-1995,1995,New Jersey,Montclair,1,0,0,1,1,1,11,99,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,4,4,0,0,0,0,0,0,1,1,2,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,1,1,1,1,0
264,APR-1995,1995,Texas,Corpus Christi,1,0,0,0,1,1,5,99,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5,3,2,0,0,0,0,0,2,1,0,2,0,0,5,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,1,1,1,0,0
265,APR-1995,1995,Florida,Palatka,0,1,1,0,0,1,20,99,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,5,0,5,3,3,0,1,0,0,0,0,1,0,1,0,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,4,1,0,1,1,1
266,APR-1995,1995,Maryland,Prince George's County,0,1,0,1,0,1,20,99,1,99,0,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,99,0,99,0,0,0,4,2,2,3,2,1,1,0,0,0,0,0,1,99,99,99,99,99,99,99,99,99,99,99,0,0,0,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,1,0,1,1,1,0,0,1,0
267,APR-1995,1995,Connecticut,Redding,0,1,0,0,1,1,20,99,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,5,1,0,0,0,0
268,APR-1995,1995,California,El Monte,0,1,0,1,0,1,20,99,0,2,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,5,3,2,2,2,0,0,0,2,1,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,4,1,0,1,0,0
269,JUN-1995,1995,New York,New York,1,1,0,1,0,3,5,18,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,4,4,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,5,1,0,0,1,0
270,JUL-1995,1995,Texas,Dallas,1,0,0,1,0,4,13,6,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,5,3,2,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,5,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,1,0,1,1,1
271,JUL-1995,1995,California,Tulare,1,0,0,1,0,1,3,99,0,2,0,2,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,5,2,3,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,5,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,1,0,1,0,1
272,JUL-1995,1995,California,Los Angeles,1,0,0,0,1,1,11,99,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,4,0,0,0,0,0,0,0,0,1,3,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,4,1,0,1,1,1
273,AUG-1995,1995,California,San Bernardino,0,1,0,1,0,1,20,99,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,3,2,3,2,1,0,0,1,1,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,4,1,0,1,0,0
274,SEP-1995,1995,Oregon,Scotts Mills,0,1,1,0,0,1,20,99,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,4,0,4,3,3,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,4,1,0,1,0,0
275,NOV-1995,1995,Massachusetts,Boston,1,0,0,0,1,1,21,99,0,2,0,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,4,4,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,4,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,4,1,0,1,0,1
276,NOV-1995,1995,Ohio,Colombus,0,1,0,0,1,2,20,20,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,4,2,2,1,1,0,0,1,1,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0,1,4,1,1,0,0,0
277,DEC-1995,1995,Georgia,Atlanta,0,1,0,0,1,1,20,99,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,5,1,0,1,0,0
278,DEC-1995,1995,New York,Bronx,1,0,0,1,0,1,24,99,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,5,3,2,2,0,2,0,1,1,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,1,1,1,1,1
279,FEB-1996,1996,Florida,Fort Lauderdale,1,0,0,0,1,1,11,99,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,5,4,1,0,0,0,0,0,2,3,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,5,1,0,1,1,1
280,MAR-1996,1996,New Mexico,Albuquerque,1,0,0,1,0,1,24,99,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5,2,3,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,5,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,5,1,1,1,0,0
281,MAR-1996,1996,Texas,Stafford,0,1,1,0,0,1,20,99,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,4,3,1,3,3,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,5,1,0,0,0,1
282,APR-1996,1996,Mississippi,Jackson,1,1,1,0,1,2,20,11,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,5,4,1,0,0,0,0,0,0,5,0,0,0,1,4,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,5,1,1,1,1,1
283,MAY-1996,1996,Louisiana,Poland,0,1,0,0,1,1,20,99,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,2,2,1,1,0,0,0,1,0,2,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,3,1,0,0,0,0
284,JUN-1996,1996,Idaho,Lincoln,0,1,0,0,1,1,20,99,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,1,4,4,3,1,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,4,1,0,0,0,0
285,JUN-1996,1996,Arizona,Tuscon,1,0,0,1,0,1,3,99,0,2,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,4,2,2,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,0,0
286,JUN-1996,1996,Minnesota,Sauk Centre,0,1,0,0,1,1,20,99,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,2,2,2,1,1,0,0,1,1,0,0,0,0,0,0,0,4,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,0,1,0,1
287,JUL-1996,1996,Mississippi,Winona,1,0,0,1,0,1,24,99,1,1,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,99,0,99,0,0,0,4,2,2,1,0,1,0,0,0,2,1,0,0,99,99,99,99,99,99,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,4,1,0,0,1,0
288,SEP-1996,1996,Arizona,Dennehotso,0,1,1,0,0,1,20,99,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,4,1,3,4,2,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,5,1,1,0,0,1
289,SEP-1996,1996,Connecticut,Southington,0,1,0,1,0,1,20,99,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,2,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,5,1,0,0,0,0
290,SEP-1996,1996,Alabama,Huntsville,0,1,0,0,1,1,20,99,0,2,0,2,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,3,1,0,0,1,0
291,SEP-1996,1996,California,Baldwin Park,0,1,1,0,1,1,20,99,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,4,2,2,2,1,1,0,0,2,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,5,1,0,1,0,0
292,OCT-1996,1996,Texas,Pearland,0,1,1,0,1,1,20,99,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,2,2,2,2,0,1,1,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,4,1,0,0,0,0
293,OCT-1996,1996,Texas,El Paso,1,0,0,1,0,1,3,99,0,3,1,3,0,0,3,0,0,99,99,99,99,99,99,99,99,0,0,1,0,99,0,1,5,5,5,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,1,0,0,0,0
294,NOV-1996,1996,South Carolina,Laurens,0,1,1,0,0,1,20,99,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,3,1,4,1,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5,1,1,1,1,1
295,JAN-1997,1997,Michigan,Benton Harbor,0,1,0,1,0,1,20,99,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,2,2,2,0,1,0,0,0,1,0,0,0,0,0,4,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,4,1,0,0,0,0
296,JAN-1997,1997,Florida,Miami,0,1,0,1,0,1,20,99,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,2,1,0,0,0,0
297,MAR-1997,1997,West Virginia,Wheeling,0,1,1,0,0,2,20,20,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5,1,4,2,2,0,0,1,1,0,1,0,0,1,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,5,1,0,0,0,1
298,MAY-1997,1997,California,Simi Valley,0,1,1,0,0,1,20,99,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,3,1,3,3,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,1,0
299,JUL-1997,1997,Florida,Miami,0,1,0,1,0,1,45,99,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,3,1,0,0,0,1,1,1,1,0,0,0,0,99,0,0,99,99,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,0,1,0,1
300,JUL-1997,1997,Indiana,Fort Wayne,0,1,1,0,1,1,20,99,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,5,1,0,0,0,0
301,AUG-1997,1997,Texas,San Antonio,0,1,0,1,0,1,20,99,0,2,0,2,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,5,4,1,0,0,0,4,0,0,1,0,0,0,0,0,0,0,5,0,99,0,99,0,0,0,0,99,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,5,1,0,0,0,0
302,AUG-1997,1997,New Hampshire,Colebrook,1,0,0,0,1,1,4,99,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,4,3,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,3,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,5,1,1,0,0,1
303,SEP-1997,1997,South Carolina,Aiken,1,0,0,0,1,1,48,99,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,4,3,1,0,0,0,0,1,2,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,5,1,1,1,0,0
304,OCT-1997,1997,Tennessee,Memphis,0,1,1,0,0,1,20,99,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,3,0,0,0,0,0,0,3,0,1,0,0,0,0,4,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,1,0,0,1,0
305,OCT-1997,1997,North Carolina,Mangum,0,1,0,0,1,1,20,99,0,2,0,2,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,5,5,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,1,0
306,OCT-1997,1997,California,San Marcos,0,1,1,0,0,1,20,99,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,4,4,0,4,3,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,3,1,0,1,0,0
307,NOV-1997,1997,Texas,Channelview,0,1,1,0,0,1,20,99,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5,4,1,0,0,0,0,1,2,2,0,0,0,1,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0
308,NOV-1997,1997,Tennessee,Shelbyville,0,1,1,0,0,1,20,99,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,3,1,4,3,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,5,1,1,1,0,1
309,DEC-1997,1997,Florida,Bartow,1,0,0,0,1,1,5,99,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,3,1,0,0,0,0,2,1,0,0,1,0,0,1,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,5,1,0,0,0,0
310,DEC-1997,1997,Georgia,Santa Claus,0,1,0,0,1,1,20,99,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,2,2,1,1,0,0,1,1,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,5,1,0,0,1,1
311,DEC-1997,1997,New York,Yonkers,0,1,1,0,0,1,20,99,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,1,3,2,1,1,1,0,0,1,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,3,1,0,0,0,0
312,DEC-1997,1997,California,Orange,1,0,0,0,1,1,24,99,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,4,4,0,0,0,0,0,0,0,3,1,0,0,0,4,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,5,0,0,1,0,1
313,JAN-1998,1998,California,Compton,1,0,0,1,0,1,24,99,1,99,0,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,99,0,99,0,0,0,4,4,0,0,0,0,0,2,2,0,0,0,0,99,99,99,99,99,99,99,99,99,99,99,0,0,0,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,1,0,1,0,0,1,0,0
314,JAN-1998,1998,Mississippi,Jackson,0,1,0,1,0,1,20,99,1,99,0,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,99,0,99,0,0,0,4,4,0,0,0,0,2,2,0,0,0,0,0,99,99,99,99,99,99,99,99,99,99,99,0,0,0,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,1,0,0,1,3,1,0,0,0,0
315,JAN-1998,1998,California,Compton,1,0,0,1,0,1,24,99,0,2,0,2,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
316,JAN-1998,1998,Georgia,Walthourville,0,1,0,1,0,1,20,99,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,4,2,0,0,0,3,1,1,1,0,0,0,0,0,0,0,6,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
317,MAR-1998,1998,Connecticut,Newington,1,0,0,0,1,1,11,99,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,3,1,0,0,0,0,0,2,1,1,0,0,0,4,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,5,1,1,1,1,1
318,MAR-1998,1998,Arkansas,Jonesboro,1,0,0,0,1,1,53,99,0,2,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,10,5,0,5,4,2,2,0,0,1,0,0,0,1,0,0,0,0,5,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,5,1,1,1,1,1
319,MAR-1998,1998,Arkansas,Jefferson,0,1,1,0,0,1,20,99,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5,1,4,3,2,1,2,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0
320,APR-1998,1998,Illinois,Mount Vernon,0,1,0,1,0,4,13,13,0,2,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,4,3,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,5,1,0,0,0,1
321,MAY-1998,1998,Oregon,Springfield,1,1,1,0,0,2,13,20,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,26,4,3,1,2,0,2,0,0,0,0,2,0,0,0,0,0,2,2,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,5,1,1,1,1,1
322,JUL-1998,1998,Washington,Tacoma,1,0,0,1,0,1,21,99,0,4,0,4,0,0,0,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,1,0,0,0,1,3,1,0,0,0,0,0,0,0,0,1,4,1,1,0,1,0,0,0,0,99,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,5,1,1,1,0,1
